framework_id,code,grade,critical_principle,cluster,proficiency_level,content_strand,text,source_url,page
CA-ELD-2012,ELD.PI.K.1.Br,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Exchanging information and ideas,"Contribute to class, group, and partner discussions by listening attentively, following turn-taking rules, and asking and answering questions.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.1.Em,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Exchanging information and ideas,"Contribute to conversations and express ideas by asking and answering yes-no and wh- questions and responding using gestures, words, and simple phrases",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.1.Ex,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Exchanging information and ideas,"Contribute to class, group, and partner discussions by listening attentively, following turn-taking rules, and asking and answering questions.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.10.Br,0,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Composing/Writing,"Draw, dictate, and write to compose longer literary texts (e.g., story) and informational texts (e.g., an information report on dogs), collaboratively with an adult (e.g., joint construction of texts), with peers, and independently using appropriate text organization.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.10.Em,0,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Composing/Writing,"Draw, dictate, and write to compose very short literary texts (e.g., story) and informational texts (e.g., a description of a dog), using familiar vocabulary collaboratively in shared language activities with an adult (e.g., joint construction of texts), with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.10.Ex,0,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Composing/Writing,"Draw, dictate, and write to compose short literary texts (e.g., story) and informational texts (e.g., a description of dogs), collaboratively with an adult (e.g., joint construction of texts), with peers, and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.11.Br,0,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Supporting opinions,"Supporting opinions Offer opinions and provide good reasons with detailed textual evidence or relevant background knowledge (e.g., specific examples from text or knowledge of content).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.11.Em,0,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Supporting opinions,"Offer opinions and provide good reasons (e.g., My favorite book is X because X.) referring to the text or to relevant background knowledge.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.11.Ex,0,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Supporting opinions,"Offer opinions and provide good reasons and some textual evidence or relevant background knowledge (e.g., paraphrased examples from text or knowledge of content).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.12a.Br,0,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,Retell texts and recount experiences using increasingly detailed complete sentences and key words.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.12a.Em,0,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,Retell texts and recount experiences using a select set of key words.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.12a.Ex,0,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,Retell texts and recount experiences using complete sentences and key words.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.12b.Br,0,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,"Use a wide variety of general academic and domain-specific words, synonyms, antonyms, and language to create an effect (e.g., using the word suddenly to signal a change) or to create shades of meaning (e.g., The cat’s fur was as white as snow) while speaking and composing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.12b.Em,0,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,"Use a select number of general academic and domain-specific words to add detail (e.g., adding the word spicy to describe a favorite food, using the word larva when explaining insect metamorphosis) while speaking and composing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.12b.Ex,0,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,"Use a growing number of general academic and domain-specific words in order to add detail or to create shades of meaning (e.g., using the word scurry versus run) while speaking and composing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.2.Br,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Interacting via written English,"Collaborate with the teacher and peers on joint composing projects of informational and literary texts that include a greater amount of writing (e.g., a very short story), using technology, where appropriate, for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.2.Em,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Interacting via written English,"Collaborate with the teacher and peers on joint composing projects of short informational and literary texts that include minimal writing (labeling with a few words), using technology, where appropriate, for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.2.Ex,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Interacting via written English,"Collaborate with the teacher and peers on joint composing projects of informational and literary texts that include some writing (e.g., short sentences), using technology, where appropriate, for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.3.Br,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Offering opinions,"Offer opinions in conversations using an expanded set of learned phrases (e.g., I think/don’t think X. I agree with X, but . . .), as well as open responses, in order to gain and/or hold the floor or add information to an idea.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.3.Em,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Offering opinions,"Offer opinions and ideas in conversations using a small set of learned phrases (e.g., I think X), as well as open responses.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.3.Ex,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Offering opinions,"Offer opinions in conversations using an expanded set of learned phrases (e.g., I think/don’t think X. I agree with X), as well as open responses, in order to gain and/or hold the floor.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.4.Br,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Adapting language choices,No standard for kindergarten.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.4.Em,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Adapting language choices,No standard for kindergarten.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.4.Ex,0,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Adapting language choices,No standard for kindergarten.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.5.Br,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering detailed questions, with minimal prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.5.Em,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Listening actively,Demonstrate active listening to read-alouds and oral presentations by asking and answering yes-no and wh- questions with oral sentence frames and substantial prompting and support.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.5.Ex,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Listening actively,Demonstrate active listening to read-alouds and oral presentations by asking and answering questions with oral sentence frames and occasional prompting and support.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.6.Br,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Reading/viewing closely,"Describe ideas, phenomena (e.g., insect metamorphosis), and text elements (e.g., major events, characters, setting) using key details based on understanding of a variety of grade-level texts and viewing of multimedia, with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.6.Em,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Reading/viewing closely,"Describe ideas, phenomena (e.g., parts of a plant), and text elements (e.g., characters) based on understanding of a select set of grade-level texts and viewing of multimedia, with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.6.Ex,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Reading/viewing closely,"Describe ideas, phenomena (e.g., how butterflies eat), and text elements (e.g., setting, characters) in greater detail based on understanding of a variety of grade-level texts and viewing of multimedia, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.7.Br,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Evaluating language choices,"Describe the language an author uses to present or support an idea (e.g., the vocabulary used to describe people and places), with prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.7.Em,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Evaluating language choices,"Describe the language an author uses to present an idea (e.g., the words and phrases used when a character is introduced), with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.7.Ex,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Evaluating language choices,"Describe the language an author uses to present an idea (e.g., the adjectives used to describe a character), with prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.8.Br,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Analyzing language choices,"Distinguish how multiple different words with similar meaning (e.g., walk, march, strut, prance) produce shades of meaning and a different effect.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.8.Em,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Analyzing language choices,"Distinguish how two different frequently used words (e.g., describing an action with the verb walk versus run) produce a different effect.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.8.Ex,0,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Analyzing language choices,"Distinguish how two different words with similar meaning (e.g., describing an action as walk versus march) produce shades of meaning and a different effect.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.9.Br,0,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Presenting,"Plan and deliver longer oral presentations on a variety of topics in a variety of content areas (e.g., retelling a story, describing a science experiment).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.9.Em,0,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Presenting,"Plan and deliver very brief oral presentation on a variety of topics (e.g., show and tell, describing a picture).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.K.9.Ex,0,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Presenting,"Plan and deliver brief oral presentations on a variety of topics (e.g., show and tell, author’s chair, recounting an experience, describing an animal).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.1.Br,0,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding text structure,"Apply understanding of how different text types are organized predictably (e.g., a narrative text versus an informative text versus an opinion text) to comprehending texts and composing texts in shared language activities guided by the teacher, with peers, and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.1.Em,0,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding text structure,"Apply understanding of how text types are organized (e.g., how a story is organized by a sequence of events) to comprehending and composing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.1.Ex,0,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially with predictable stages versus how an informative text is organized by topic and details) to comprehending texts and composing texts in shared language activities guided by the teacher, collaboratively with peers, and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.2.Br,0,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding cohesion,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., first/second/third, once, at the end) to comprehending texts and composing texts in shared language activities guided by the teacher, with peers, and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.2.Em,0,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding cohesion,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using more everyday connecting words or phrases (e.g., one time, then) to comprehending texts and composing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.2.Ex,0,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding cohesion,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a growing number of connecting words or phrases (e.g., next, after a long time) to comprehending texts and composing texts in shared language activities guided by the teacher, collaboratively with peers, and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.3a.Br,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Use a wide variety of verbs and verb types (e.g., doing, saying, being/having, and thinking/feeling) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.3a.Em,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use frequently used verbs (e.g., go, eat, run) and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.3a.Ex,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verbs and verb types (e.g., doing, saying, being/having, and thinking/feeling) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.3b.Br,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Use a wide variety of verb tenses appropriate for the text type and discipline to convey time (e.g., simple present for a science description, simple future to predict) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.3b.Em,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use simple verb tenses appropriate for the text type and discipline to convey time (e.g., simple past for recounting an experience) in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.3b.Ex,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verb tenses appropriate for the text type and discipline to convey time (e.g., simple past tense for retelling, simple present for a science description) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.4.Br,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using nouns and noun phrases,"Expand noun phrases in a wide variety of ways (e.g., adding a variety of adjectives to noun phrases) in order to enrich the meaning of phrases/sentences and add details about ideas, people, things, and so on, in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.4.Em,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using nouns and noun phrases,"Expand noun phrases in simple ways (e.g., adding a familiar adjective to describe a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, and so on, in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.4.Ex,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using nouns and noun phrases,"Expand noun phrases in a growing number of ways (e.g., adding a newly learned adjective to a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, and so on, in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.5.Br,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Modifying to add details,"Expand simple and compound sentences with prepositional phrases to provide details (e.g., time, manner, place, cause) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.5.Em,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Modifying to add details,"Expand sentences with frequently used prepositional phrases (such as in the house, on the boat) to provide details (e.g., time, manner, place, cause) about a familiar activity or process in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.5.Ex,0,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Modifying to add details,"Modifying to add details Expand sentences with prepositional phrases to provide details (e.g., time, manner, place, cause) about a familiar or new activity or process in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.6.Br,0,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Connecting ideas,"Combine clauses in a wide variety of ways (e.g., rearranging complete simple sentences to form compound sentences) to make connections between and join ideas (e.g., The boy was hungry. The boy ate a sandwich. → The boy was hungry so he ate a sandwich) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.6.Em,0,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Connecting ideas,"Combine clauses in a few basic ways to make connections between and join ideas (e.g., creating compound sentences using and, but, so) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.6.Ex,0,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Connecting ideas,"Combine clauses in an increasing variety of ways to make connections between and join ideas, for example, to express cause/effect (e.g., She jumped because the dog barked) in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.7.Br,0,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Condensing ideas,No standard for kindergarten.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.7.Em,0,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Condensing ideas,No standard for kindergarten.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.K.7.Ex,0,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Condensing ideas,No standard for kindergarten.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.1.Br,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Exchanging information and ideas,"Contribute to class, group, and partner discussions by listening attentively, following turn-taking rules, and asking and answering questions.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.1.Em,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Exchanging information and ideas,"Contribute to conversations and express ideas by asking and answering yes-no and wh- questions and responding using gestures, words, and simple phrases.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.1.Ex,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Exchanging information and ideas,"Contribute to class, group, and partner discussions by listening attentively, following turn-taking rules, and asking and answering questions.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.10.Br,1,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Writing,"Write longer literary texts (e.g., a story) and informational texts (e.g., an informative text on the life cycle of insects) collaboratively with an adult (e.g., joint construction), with peers, and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.10.Em,1,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Writing,"Write very short literary texts (e.g., story) and informational texts (e.g., a description of an insect) using familiar vocabulary collaboratively with an adult (e.g., joint construction of texts), with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.10.Ex,1,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Writing,"Write short literary texts (e.g., a story) and informational texts (e.g., an informative text on the life cycle of an insect) collaboratively with an adult (e.g., joint construction of texts), with peers, and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.11.Br,1,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Supporting opinions,"Offer opinions and provide good reasons with detailed textual evidence or relevant background knowledge (e.g., specific examples from text or knowledge of content).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.11.Em,1,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Supporting opinions,"Offer opinions and provide good reasons (e.g., My favorite book is X because X) referring to the text or to relevant background knowledge.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.11.Ex,1,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Supporting opinions,"Offer opinions and provide good reasons and some textual evidence or relevant background knowledge (e.g., paraphrased examples from text or knowledge of content).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.12a.Br,1,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,"Retell texts and recount experiences, using increasingly detailed complete sentences and key words.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.12a.Em,1,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,"Retell text and recount experiences, using key words.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.12a.Ex,1,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,"Retell texts and recount experiences, using complete sentences and key words.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.12b.Br,1,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,"Use a wide variety of general academic and domain-specific words, synonyms, antonyms, and non-literal language (e.g., The dog was as big as a house) to create an effect, precision, and shades of meaning while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.12b.Em,1,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,"Use a select number of general academic and domain-specific words to add detail (e.g., adding the word scrumptious to describe a favorite food, using the word thorax to refer to insect anatomy) while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.12b.Ex,1,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,"Use a growing number of general academic and domain-specific words in order to add detail, create an effect (e.g., using the word suddenly to signal a change), or create shades of meaning (e.g., prance versus walk) while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.2.Br,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Interacting via written English,"Collaborate with peers on joint writing projects of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.2.Em,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Interacting via written English,"Collaborate with teacher and peers on joint writing projects of short informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.2.Ex,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Interacting via written English,"Collaborate with peers on joint writing projects of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.3.Br,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Offering opinions,"Offer opinions and negotiate with others in conversations using an expanded set of learned phrases (e.g., I think/don’t think X. I agree with X), and open responses in order to gain and/or hold the floor, elaborate on an idea, provide different opinions, and so on.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.3.Em,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Offering opinions,"Offer opinions and ideas in conversations using a small set of learned phrases (e.g., I think X), as well as open responses in order to gain and/or hold the floor.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.3.Ex,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Offering opinions,"Offer opinions and negotiate with others in conversations using an expanded set of learned phrases (e.g., I think/don’t think X. I agree with X), as well as open responses in order to gain and/or hold the floor, elaborate on an idea, and so on.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.4.Br,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Adapting language choices,No standard for grade 1,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.4.Em,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Adapting language choices,No standard for grade 1.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.4.Ex,1,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Adapting language choices,No standard for grade 1.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.5.Br,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering detailed questions, with minimal prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.5.Em,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Listening actively,Demonstrate active listening to read-alouds and oral presentations by asking and answering yes-no and wh- questions with oral sentence frames and substantial prompting and support.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.5.Ex,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering questions, with oral sentence frames and occasional prompting and support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.6.Br,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Reading/viewing closely,"Describe ideas, phenomena (e.g., erosion), and text elements (e.g., central message, character traits) using key details based on understanding of a variety of grade-level texts and viewing of multimedia, with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.6.Em,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Reading/viewing closely,"Describe ideas, phenomena (e.g., plant life cycle), and text elements (e.g., characters) based on understanding of a select set of grade-level texts and viewing of multimedia, with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.6.Ex,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Reading/viewing closely,"Describe ideas, phenomena (e.g., how earthworms eat), and text elements (e.g., setting, main idea) in greater detail based on understanding of a variety of grade-level texts and viewing of multimedia, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.7.Br,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Evaluating language choices,"Describe the language writers or speakers use to present or support an idea (e.g., the author’s choice of vocabulary to portray characters, places, or real people) with prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.7.Em,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Evaluating language choices,"Describe the language writers or speakers use to present an idea (e.g., the words and phrases used to describe a character), with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.7.Ex,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Evaluating language choices,"Describe the language writers or speakers use to present or support an idea (e.g., the adjectives used to describe people and places), with prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
