framework_id,code,grade,critical_principle,cluster,proficiency_level,content_strand,text,source_url,page
CA-ELD-2012,ELD.PI.1.8.Br,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Analyzing language choices,"Distinguish how multiple different words with similar meaning (e.g., big, large, huge, enormous, gigantic) produce shades of meaning and a different effect on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.8.Em,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Analyzing language choices,"Distinguish how two different frequently used words (e.g., large versus small) produce a different effect on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.8.Ex,1,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Analyzing language choices,"Distinguish how two different words with similar meaning (e.g., large versus enormous) produce shades of meaning and a different effect on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.9.Br,1,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Presenting,"Plan and deliver longer oral presentations on a variety of topics in a variety of content areas (e.g., retelling a story, describing a science experiment).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.9.Em,1,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Presenting,Plan and deliver very brief oral presentations,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.1.9.Ex,1,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Presenting,"Plan and deliver brief oral presentations on a variety of topics (e.g., show and tell, author’s chair, recounting an experience, describing an animal, and the like).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.1.Br,1,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding text structure,"Apply understanding of how different text types are organized predictably to express ideas (e.g., how a story is organized versus an informative/ explanatory text versus an opinion text) to comprehending texts and writing texts in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.1.Em,1,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding text structure,"Apply understanding of how text types are organized (e.g., how a story is organized by a sequence of events) to comprehending texts and composing basic texts with substantial support (e.g., using drawings, through joint construction with a peer or teacher) to comprehending texts in shared language activities guided by the teacher, with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.1.Ex,1,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially with predictable stages versus how an informative text is organized by topic and details) to comprehending texts and writing texts in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.2.Br,1,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding cohesion,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., for example, after that, first/ second/third) to comprehending texts and writing texts in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.2.Em,1,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding cohesion,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using more everyday connecting words or phrases (e.g., one day, after, then) to comprehending texts and writing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.2.Ex,1,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding cohesion,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a growing number of connecting words or phrases (e.g., a long time ago, suddenly) to comprehending texts and writing texts in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.3a.Br,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Use a wide variety of verbs and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activites guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.3a.Em,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use frequently used verbs (e.g., go, eat, run) and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.3a.Ex,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verbs and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activites guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.3b.Br,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Use a wide variety of verb tenses appropriate for the text type and discipline to convey time (e.g., simple present for a science description, simple future to predict) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.3b.Em,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use simple verb tenses appropriate for the text type and discipline to convey time (e.g., simple past for recounting an experience) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.3b.Ex,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verb tenses appropriate for the text type and discipline to convey time (e.g., simple past tense for retelling, simple present for a science description) in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.4.Br,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using nouns and noun phrases,"Expand noun phrases in a wide variety of ways (e.g., adding a variety of adjectives to noun phrases) in order to enrich the meaning of phrases/ sentences and add details about ideas, people, things, and the like, in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.4.Em,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using nouns and noun phrases,"Expand noun phrases in simple ways (e.g., adding a familiar adjective to describe a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, and the like, in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.4.Ex,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using nouns and noun phrases,"Expand noun phrases in a growing number of ways (e.g., adding a newly learned adjective to a noun) to enrich the meaning of sentences and add details about ideas, people, things, and the like, in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.5.Br,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Modifying to add details,"Expand simple and compound sentences with prepositional phrases to provide details (e.g., time, manner, place, cause) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.5.Em,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Modifying to add details,"Expand sentences with frequently used prepositional phrases (such as in the house, on the boat) to provide details (e.g., time, manner, place, cause) about a familiar activity or process in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.5.Ex,1,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Modifying to add details,"Expand sentences with prepositional phrases to provide details (e.g., time, manner, place, cause) about a familiar or new activity or process in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.6.Br,1,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Connecting ideas,"Combine clauses in a wide variety of ways (e.g., rearranging complete, simple-to-form compound sentences) to make connections between and to join ideas (e.g., The boy was hungry. The boy ate a sandwich. → The boy was hungry so he ate a sandwich) in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.6.Em,1,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Connecting ideas,"Combine clauses in a few basic ways to make connections between and to join ideas (e.g., creating compound sentences using and, but, so) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.6.Ex,1,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Connecting ideas,"Combine clauses in an increasing variety of ways to make connections between and to join ideas, for example, to express cause/effect (e.g., She jumped because the dog barked), in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.7.Br,1,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Condensing ideas,"Condense clauses in a variety of ways (e.g., through embedded clauses and other condensing, for example, through embedded clauses as in She’s a doctor. She’s amazing. She saved the animals. → She’s the amazing doctor who saved the animals) to create precise and detailed sentences in shared language activities guided by the teacher and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.7.Em,1,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Condensing ideas,"Condense clauses in simple ways (e.g., changing: I like blue. I like red. I like purple → I like blue, red, and purple) to create precise and detailed sentences in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.1.7.Ex,1,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Expanding,Condensing ideas,"Condense clauses in a growing number of ways (e.g., through embedded clauses as in, She’s a doctor. She saved the animals. → She’s the doctor who saved the animals) to create precise and detailed sentences in shared language activities guided by the teacher and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.1.Br,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Exchanging information and ideas,"Contribute to class, group, and partner discussions, including sustained dialogue, by listening attentively, following turn-taking rules, asking relevant questions, affirming others, adding pertinent information, building on responses, and providing useful feedback.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.1.Em,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Exchanging information and ideas,"Contribute to conversations and express ideas by asking and answering yes-no and wh- questions and responding using gestures, words, and learned phrases.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.1.Ex,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Exchanging information and ideas,"Contribute to class, group, and partner discussions, including sustained dialogue, by listening attentively, following turn-taking rules, asking relevant questions, affirming others, and adding relevant information.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.10.Br,2,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Writing,"Write longer literary texts (e.g., a story) and informational texts (e.g., an explanatory text explaining how a volcano erupts) collaboratively with an adult (e.g., joint construction), with peers and independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.10.Em,2,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Writing,"Write very short literary texts (e.g., story) and informational texts (e.g., a description of a volcano) using familiar vocabulary collaboratively with an adult (e.g., joint construction of texts), with peers, sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.10.Ex,2,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Writing,"Write short literary texts (e.g., a story) and informational texts (e.g., an explanatory text explaining how a volcano erupts) collaboratively with an adult (e.g., joint construction of texts), with peers, and with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.11.Br,2,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Supporting opinions,"Support opinions or persuade others by providing good reasons and detailed textual evidence (e.g., specific events or graphics from text) or relevant background knowledge about the content.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.11.Em,2,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Supporting opinions,"Support opinions by providing good reasons and some textual evidence or relevant background knowledge (e.g., referring to textual evidence or knowledge of content).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.11.Ex,2,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Supporting opinions,"Support opinions by providing good reasons and increasingly detailed textual evidence (e.g., providing examples from the text) or relevant background knowledge about the content.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.12a.Br,2,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,Retell texts and recount experiences using increasingly detailed complete sentences and key words.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.12a.Em,2,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,Retell texts and recount experiences by using key words.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.12a.Ex,2,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,Retell texts and recount experiences using complete sentences and key words.,https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.12b.Br,2,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Selecting language resources,"Use a wide variety of general academic and domain-specific words, synonyms, antonyms, and non-literal language (e.g., He was as quick as a cricket) to create an effect, precision, and shades of meaning while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.12b.Em,2,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Selecting language resources,"Use a select number of general academic and domain-specific words to add detail (e.g., adding the word generous to describe a character, using the word lava to explain volcanic eruptions) while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.12b.Ex,2,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Selecting language resources,"Use a growing number of general academic and domain-specific words in order to add detail, create an effect (e.g., using the word suddenly to signal a change), or create shades of meaning (e.g., scurry versus dash) while speaking and writing.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.2.Br,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Interacting via written English,"Collaborate with peers on joint writing projects of a variety of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.2.Em,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Interacting via written English,"Collaborate with peers on joint writing projects of short informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.2.Ex,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Interacting via written English,"Collaborate with peers on joint writing projects of longer informational and literary texts, using technology where appropriate for publishing, graphics, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.3.Br,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Offering opinions,"Offer opinions and negotiate with others in conversations using a variety of learned phrases (e.g., That’s a good idea, but X), as well as open responses, in order to gain and/or hold the floor, provide counterarguments, elaborate on an idea, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.3.Em,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Offering opinions,"Offer opinions and negotiate with others in conversations using learned phrases (e.g., I think X.), as well as open responses, in order to gain and/or hold the floor.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.3.Ex,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Offering opinions,"Offer opinions and negotiate with others in conversations using an expanded set of learned phrases (e.g., I agree with X, but X.), as well as open responses, in order to gain and/or hold the floor, provide counterarguments, and the like.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.4.Br,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Bridging,Adapting language choices,"Adjust language choices according to purpose (e.g., persuading, entertaining), task, and audience (e.g., peer-to-peer versus peer-to-teacher), with light support from peers or adults.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.4.Em,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Emerging,Adapting language choices,"Recognize that language choices (e.g., vocabulary) vary according to social setting (e.g., playground versus classroom), with substantial support from peers or adults.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.4.Ex,2,Part I: Interacting in Meaningful Ways,A. Collaborative,Expanding,Adapting language choices,"Adjust language choices (e.g., vocabulary, use of dialogue, and so on) according to purpose (e.g., persuading, entertaining), task, and audience (e.g., peers versus adults), with moderate support from peers or adults.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.5.Br,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering detailed questions, with minimal prompting and light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.5.Em,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering basic questions, with oral sentence frames and substantial prompting and support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.5.Ex,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Listening actively,"Demonstrate active listening to read-alouds and oral presentations by asking and answering detailed questions, with oral sentence frames and occasional prompting and support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.6.Br,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Reading/viewing closely,"Describe ideas, phenomena (e.g., erosion), and text elements (e.g., central message, character traits) using key details based on understanding of a variety of grade-level texts and viewing of multimedia, with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.6.Em,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Reading/viewing closely,"Describe ideas, phenomena (e.g., plant life cycle), and text elements (e.g., main idea, characters, events) based on understanding of a select set of grade-level texts and viewing of multimedia, with substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.6.Ex,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Reading/viewing closely,"Describe ideas, phenomena (e.g., how earthworms eat), and text elements (e.g., setting, events) in greater detail based on understanding of a variety of grade-level texts and viewing of multimedia, with moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.7.Br,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Evaluating language choices,"Describe how well writers or speakers use specific language resources to support an opinion or present an idea (e.g., whether the vocabulary used to present evidence is strong enough), with light support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.7.Em,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Evaluating language choices,"Describe the language writers or speakers use to present an idea (e.g., the words and phrases used to describe a character), with prompting and substantial support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.7.Ex,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Evaluating language choices,"Describe the language writers or speakers use to present or support an idea (e.g., the author’s choice of vocabulary or phrasing to portray characters, places, or real people), with prompting and moderate support.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.8.Br,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Bridging,Analyzing language choices,"Distinguish how multiple different words with similar meaning (e.g., pleased versus happy versus ecstatic, heard or knew versus believed) produce shades of meaning and different effects on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.8.Em,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Emerging,Analyzing language choices,"Distinguish how two different frequently used words (e.g., describing a character as happy versus angry) produce a different effect on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.8.Ex,2,Part I: Interacting in Meaningful Ways,B. Interpretive,Expanding,Analyzing language choices,"Distinguish how two different words with similar meaning (e.g., describing a character as happy versus ecstatic) produce shades of meaning and different effects on the audience.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.9.Br,2,Part I: Interacting in Meaningful Ways,C. Productive,Bridging,Presenting,"Plan and deliver longer oral presentations on a variety of topics and content areas (e.g., retelling story, recounting a science experiment, describing how to solve a mathematics problem).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.9.Em,2,Part I: Interacting in Meaningful Ways,C. Productive,Emerging,Presenting,"Plan and deliver very brief oral presentations (e.g., recounting an experience, retelling a story, describing a picture).",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PI.2.9.Ex,2,Part I: Interacting in Meaningful Ways,C. Productive,Expanding,Presenting,"Plan and deliver brief oral presentations on a variety of topics (e.g., retelling a story, describing an animal.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.1.Br,2,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding text structure,"Apply understanding of how different text types are organized predictably to express ideas (e.g., a narrative versus an informative/explanatory text versus an opinion text) to comprehending and writing texts independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.1.Em,2,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially) to comprehending and composing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.1.Ex,2,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding text structure,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially with predictable stages versus how an information report is organized by topic and details) to comprehending texts and composing texts with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.2.Br,2,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Bridging,Understanding cohesion,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., for example, after that, suddenly) to comprehending and writing texts independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.2.Em,2,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Emerging,Understanding cohesion,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using more everyday connecting words or phrases (e.g., today, then) to comprehending and composing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.2.Ex,2,Part II: Learning About How English Works,A. Structuring Cohesive Texts,Expanding,Understanding cohesion,"Understanding cohesion Apply understanding of how ideas, events, or reasons are linked throughout a text using a growing number of connecting words or phrases (e.g., after a long time, first/ next) to comprehending texts and writing texts with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.3a.Br,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Use a variety of verb types (e.g., doing, saying, being/having, thinking/feeling) independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.3a.Em,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use frequently used verbs (e.g., walk, run) and verb types (e.g., doing, saying, being/having, and thinking/feeling) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.3a.Ex,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verb types (e.g., doing, saying, being/having, and thinking/feeling) with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.3b.Br,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using verbs and verb phrases,"Use a wide variety of verb tenses appropriate to the text type and discipline to convey time (e.g., simple present tense for a science description, simple future to predict) independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.3b.Em,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using verbs and verb phrases,"Use simple verb tenses appropriate to the text type and discipline to convey time (e.g., simple past tense for recounting an experience) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.3b.Ex,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using verbs and verb phrases,"Use a growing number of verb tenses appropriate to the text type and disciplines to convey time (e.g., simple past tense for retelling, simple present for a science description) with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.4.Br,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Using nouns and noun phrases,"Expand noun phrases in a variety of ways (e.g., adding comparative/superlative adjectives to nouns) in order to enrich the meaning of phrases/sentences and to add details about ideas, people, things, and the like, independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.4.Em,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Using nouns and noun phrases,"Expand noun phrases in simple ways (e.g., adding a familiar adjective to describe a noun) in order to enrich the meaning of sentences and to add details about ideas, people, things, and the like, in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.4.Ex,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Using nouns and noun phrases,"Expand noun phrases in a growing number of ways (e.g., adding a newly learned adjective to a noun) in order to enrich the meaning of sentences and to add details about ideas, people, things, and the like, with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.5.Br,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Bridging,Modifying to add details,"Expand sentences with a variety of adverbials (e.g., adverbs, adverb phrases, prepositional phrases) to provide details (e.g., time, manner, place, cause) independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.5.Em,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Emerging,Modifying to add details,"Expand sentences with frequently used adverbials (e.g., prepositional phrases, such as at school, with my friend) to provide details e.g., time, manner, place, cause) about a familiar activity or process in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.5.Ex,2,Part II: Learning About How English Works,B. Expanding and Enriching Ideas,Expanding,Modifying to add details,"Expand sentences with a growing number of adverbials (e.g., adverbs, prepositional phrases) to provide details (e.g., time, manner, place, cause) about a familiar or new activity or process with increasing independence.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.6.Br,2,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Bridging,Connecting ideas,"Combine clauses in a wide variety of ways (e.g., rearranging complete simple to form compound sentences) to make connections between and to join ideas (e.g., The boy was hungry. The boy ate a sandwich. → The boy was hungry so he ate a sandwich) independently.",https://www2.cde.ca.gov/cacs/eld,
CA-ELD-2012,ELD.PII.2.6.Em,2,Part II: Learning About How English Works,C. Connecting and Condensing Ideas,Emerging,Connecting ideas,"Combine clauses in a few basic ways to make connections between and to join ideas (e.g., creating compound sentences using and, but, so) in shared language activities guided by the teacher and sometimes independently.",https://www2.cde.ca.gov/cacs/eld,
